# BORU Language Specification: scalar edge cases 4 — temporal values
# Format: input<TAB>expected<TAB>description
#
# Deterministic temporal edges via boru:time-util: every input is a FIXED
# unix epoch (never the clock), so the rows are reproducible anywhere.
# Covers construction + typeof for each Time leaf, chronological
# comparison at the Time LCA (cross-leaf cmp/lt/sort), epoch round-trips,
# fixed-zone conversions with both sides of a DST transition (including
# the skipped and the repeated wall hour), calendar-duration arithmetic
# with Go's month/year normalisation, and the leap-day/century/ISO-week
# boundary cases. Complements module-time.tsv. See
# design/TEMPORAL-WORDS.9.md.
#
# Epoch legend: 1577836800=2020-01-01, 1580428800=2020-01-31,
# 1580515200=2020-02-01, 1582934400=2020-02-29, 1583020800=2020-03-01,
# 1609372800=2020-12-31, 1609459200=2021-01-01, 1614470400=2021-02-28,
# 1615680000=2021-03-14 (NY spring-forward day), 1636243200=2021-11-07
# (NY fall-back day), 1700000000=2023-11-14T22:13:20Z,
# 946684800=2000-01-01, 4102444800=2100-01-01, 4105123200=2100-02-01.
#
# ─────────────────────────────────────────────────────────────────────
# §1  construction and the Time leaves
import "boru:time-util"  typeof (TimeUtil.unix 0)	Instant	unix seconds construct an Instant
import "boru:time-util"  TimeUtil.unix -86400	1969-12-31T00:00:00Z	negative epochs (pre-1970) work
import "boru:time-util"  typeof (TimeUtil.to-date (TimeUtil.unix 0))	Date	to-date narrows to the Date leaf
import "boru:time-util"  typeof (TimeUtil.to-datetime (TimeUtil.to-date (TimeUtil.unix 0)))	DateTime	to-datetime lifts a Date to midnight
import "boru:time-util"  typeof (TimeUtil.to-time-of-day (TimeUtil.to-datetime (TimeUtil.to-date (TimeUtil.unix 0))))	TimeOfDay	TimeOfDay is its own leaf
import "boru:time-util"  TimeUtil.unix-ms 1700000000123	2023-11-14T22:13:20.123Z	sub-second precision survives and renders
import "boru:time-util"  TimeUtil.to-unix (TimeUtil.unix -1)	-1	negative epochs round-trip
import "boru:time-util"  TimeUtil.to-unix-ms (TimeUtil.unix-ms 1700000000123)	1700000000123	millisecond round-trip is exact
#
# §2  durations — negative components and truncating totals
import "boru:time-util"  TimeUtil.days -3	P0Y0M-3D	negative calendar durations render component-wise
